id,region,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,manufacturer
240,lansing,2016,fair,6 cylinders,diesel,69132,clean,automatic,4wd,full-size,pickup,blue,mi,19306,ford
241,east idaho,2008,excellent,6 cylinders,diesel,41559,clean,automatic,4wd,full-size,truck,black,id,23884,ram
242,albany,2015,excellent,12 cylinders,gas,84440,rebuilt,manual,rwd,full-size,coupe,black,ny,22409,mercedes-benz
243,norfolk / hampton roads,1983,excellent,4 cylinders,gas,124541,clean,automatic,fwd,mid-size,sedan,black,va,5518,ford
244,san antonio,1984,fair,6 cylinders,gas,106333,missing,manual,rwd,full-size,coupe,red,tx,3705,ford
245,columbus,2016,excellent,4 cylinders,,60116,clean,automatic,fwd,compact,coupe,white,,26479,mitsubishi
246,rhode island,2007,excellent,6 cylinders,gas,111239,clean,manual,4wd,mid-size,SUV,silver,ri,9149,chevrolet
247,madison,2011,good,6 cylinders,gas,202730,clean,automatic,fwd,full-size,SUV,blue,wi,6783,ford
248,baltimore,2013,excellent,8 cylinders,gas,5661,clean,automatic,rwd,full-size,truck,white,md,37627,ram
249,tucson,2012,excellent,4 cylinders,gas,133023,clean,automatic,fwd,compact,sedan,blue,az,16127,kia
250,detroit metro,2005,excellent,6 cylinders,gas,69375,clean,automatic,4wd,full-size,pickup,white,,23396,ford
251,"washington, DC",2008,excellent,4 cylinders,gas,213832,clean,automatic,fwd,compact,sedan,black,dc,1533,hyundai
252,tulsa,2013,fair,8 cylinders,gas,119809,clean,automatic,4wd,full-size,truck,black,ok,14669,ram
253,spokane / coeur d'alene,1983,good,8 cylinders,gas,134063,clean,automatic,fwd,full-size,truck,black,id,19270,chevrolet
254,salem,2009,like new,4 cylinders,gas,41754,clean,automatic,fwd,mid-size,sedan,black,,1577,nissan
255,south florida,2013,good,4 cylinders,gas,166694,clean,automatic,fwd,compact,sedan,black,fl,2000,bmw
256,tucson,2016,like new,4 cylinders,gas,34716,rebuilt,automatic,fwd,mid-size,sedan,black,az,20220,buick
257,grand rapids,2015,excellent,4 cylinders,gas,128842,rebuilt,automatic,fwd,mid-size,SUV,black,,10351,nissan
258,lancaster,2005,fair,6 cylinders,gas,114524,clean,automatic,4wd,full-size,pickup,red,pa,19597,gmc
259,norfolk / hampton roads,2012,good,8 cylinders,gas,102728,clean,manual,fwd,full-size,sedan,green,va,5442,chevrolet
260,wichita,2007,good,4 cylinders,gas,200656,clean,manual,fwd,compact,sedan,red,ks,1409,honda
261,dallas / fort worth,2009,excellent,8 cylinders,other,96449,clean,automatic,rwd,full-size,truck,blue,tx,19776,ford
262,olympic peninsula,2017,excellent,4 cylinders,gas,161339,clean,automatic,fwd,mid-size,SUV,blue,wa,7428,audi
263,corvallis/albany,1997,fair,6 cylinders,gas,107543,clean,manual,rwd,compact,coupe,green,or,6157,toyota
264,tuscaloosa,2012,excellent,4 cylinders,gas,101870,clean,manual,fwd,mid-size,sedan,black,al,3630,chevrolet
265,pittsburgh,2003,good,4 cylinders,gas,130397,clean,manual,4wd,full-size,SUV,white,pa,6381,subaru
266,madison,1993,fair,8 cylinders,gas,152011,clean,manual,rwd,full-size,truck,green,wi,2767,chevrolet
267,stockton,1968,excellent,8 cylinders,gas,132997,clean,automatic,rwd,full-size,truck,green,ca,14882,ford
268,laredo,2012,excellent,4 cylinders,,343986,clean,automatic,fwd,compact,sedan,black,tx,6897,toyota
269,huntington-ashland,2012,excellent,6 cylinders,gas,177101,clean,automatic,4wd,full-size,sedan,silver,ca,7633,toyota
270,stockton,2007,excellent,4 cylinders,gas,42458,salvage,automatic,fwd,full-size,sedan,blue,ca,1226,ford
271,south jersey,2010,good,6 cylinders,gas,138517,clean,automatic,4wd,full-size,sedan,grey,nj,8555,bmw
272,hickory / lenoir,2008,excellent,4 cylinders,,227168,clean,automatic,4wd,full-size,truck,blue,,21620,ford
273,northern michigan,2018,like new,6 cylinders,gas,105102,clean,other,4wd,mid-size,SUV,silver,mi,10975,bmw
274,south florida,2011,excellent,4 cylinders,gas,102230,clean,automatic,fwd,mid-size,SUV,green,fl,4612,mazda
275,indianapolis,2013,excellent,6 cylinders,diesel,69691,clean,automatic,4wd,full-size,pickup,white,in,83712,ram
276,baltimore,2010,good,6 cylinders,gas,-1,clean,automatic,fwd,mid-size,sedan,brown,md,5858,bmw
277,lawton,2013,good,4 cylinders,gas,134606,clean,automatic,fwd,full-size,sedan,grey,,8295,ford
278,rockford,2012,good,4 cylinders,gas,252953,clean,automatic,fwd,mid-size,hatchback,white,,5437,chevrolet
279,dothan,2000,good,6 cylinders,gas,80710,clean,automatic,fwd,mid-size,sedan,green,al,6522,ford
280,cleveland,2013,excellent,4 cylinders,gas,36480,salvage,automatic,fwd,compact,sedan,black,oh,9150,hyundai
281,eugene,2012,like new,6 cylinders,gas,30261,clean,automatic,fwd,full-size,pickup,silver,or,21445,chevrolet
282,des moines,2010,excellent,6 cylinders,gas,74673,clean,automatic,fwd,full-size,sedan,blue,ia,27524,buick
283,rhode island,2007,excellent,6 cylinders,gas,91584,clean,automatic,fwd,mid-size,SUV,black,ri,8532,mazda
284,colorado springs,2015,excellent,4 cylinders,gas,101052,clean,automatic,fwd,mid-size,sedan,silver,co,8974,dodge
285,albany,1984,good,8 cylinders,gas,36308,clean,automatic,rwd,full-size,truck,silver,ny,24041,ford
286,central NJ,2005,excellent,4 cylinders,gas,124066,clean,automatic,fwd,mid-size,sedan,silver,nj,4714,mini
287,austin,1968,excellent,8 cylinders,diesel,61628,clean,automatic,4wd,full-size,truck,black,tx,45366,chevrolet
288,tampa bay area,2009,excellent,6 cylinders,gas,101010,clean,manual,fwd,full-size,SUV,blue,fl,7602,toyota
289,SF bay area,2008,excellent,6 cylinders,diesel,127991,clean,automatic,4wd,mid-size,truck,white,,27450,ram
290,stockton,2016,excellent,4 cylinders,gas,155527,lien,manual,fwd,mid-size,sedan,black,ca,14590,chrysler
291,tulsa,2013,like new,4 cylinders,gas,126115,salvage,automatic,4wd,full-size,SUV,grey,,7264,toyota
292,mcallen / edinburg,2016,like new,4 cylinders,gas,138618,clean,automatic,4wd,mid-size,truck,silver,tx,23676,ford
293,sarasota-bradenton,2017,excellent,4 cylinders,gas,67928,clean,automatic,fwd,full-size,sedan,black,fl,16328,nissan
294,albuquerque,2006,good,6 cylinders,,347577,clean,automatic,fwd,mid-size,SUV,black,nm,2366,chevrolet
295,richmond,2012,excellent,4 cylinders,gas,128829,rebuilt,automatic,4wd,full-size,pickup,black,va,16448,ford
296,orlando,2013,good,4 cylinders,gas,47848,clean,automatic,fwd,compact,sedan,blue,fl,11342,honda
297,louisville,2005,good,6 cylinders,gas,186689,clean,automatic,fwd,full-size,SUV,grey,ky,4347,mercury
298,atlanta,2011,good,4 cylinders,gas,171464,salvage,manual,fwd,full-size,sedan,silver,ga,3956,nissan
299,duluth / superior,2013,like new,8 cylinders,diesel,18669,clean,automatic,4wd,full-size,pickup,white,mn,23530,ford
300,oklahoma city,2006,excellent,6 cylinders,gas,26196,clean,automatic,rwd,mid-size,coupe,silver,ok,18905,bmw
301,las vegas,2020,like new,4 cylinders,gas,90390,clean,manual,fwd,compact,sedan,blue,nv,27895,bmw
302,"washington, DC",2004,like new,6 cylinders,gas,84583,clean,automatic,4wd,mid-size,SUV,blue,dc,18157,jeep
303,rhode island,2009,excellent,8 cylinders,gas,148074,clean,automatic,4wd,full-size,SUV,black,ri,4079,chevrolet
304,harrisonburg,2015,good,4 cylinders,,99287,clean,manual,fwd,mid-size,coupe,blue,va,9816,audi
305,central NJ,1999,fair,8 cylinders,gas,134020,clean,automatic,fwd,full-size,truck,brown,nj,3393,chevrolet
306,new york city,2012,good,8 cylinders,gas,93922,clean,automatic,4wd,full-size,van,white,ny,26352,chevrolet
307,rochester,2012,like new,8 cylinders,gas,103170,clean,automatic,fwd,full-size,SUV,black,ny,15711,ford
308,asheville,1999,excellent,4 cylinders,gas,157386,clean,manual,fwd,mid-size,sedan,silver,nc,3373,nissan
309,charlotte,2012,like new,6 cylinders,gas,38828,clean,automatic,4wd,full-size,SUV,red,nc,38181,chevrolet
310,south jersey,2009,excellent,4 cylinders,gas,149774,clean,manual,4wd,mid-size,wagon,green,nj,2849,audi
311,"st louis, MO",1967,good,6 cylinders,gas,51323,clean,other,fwd,full-size,coupe,white,mo,7195,ford
312,boulder,2010,excellent,6 cylinders,gas,67562,clean,automatic,4wd,full-size,SUV,black,co,53315,jeep
313,bend,2018,like new,6 cylinders,gas,7922,lien,automatic,4wd,full-size,SUV,black,or,33769,bmw
314,atlanta,2009,excellent,4 cylinders,gas,117289,clean,manual,fwd,compact,coupe,blue,ga,2742,volkswagen
315,las vegas,1997,excellent,8 cylinders,,88861,clean,manual,rwd,compact,coupe,red,nv,5731,bmw
316,daytona beach,2011,excellent,6 cylinders,gas,77004,,automatic,4wd,full-size,,blue,,18214,ford
317,new york city,2013,like new,4 cylinders,gas,162035,clean,automatic,fwd,full-size,sedan,black,ny,13256,ford
318,rochester,2007,good,6 cylinders,diesel,156305,clean,automatic,4wd,full-size,pickup,custom,ny,5355,ram
319,fargo / moorhead,2001,excellent,6 cylinders,gas,67454,clean,automatic,rwd,mid-size,sedan,black,mn,13724,bmw
320,central NJ,2017,like new,4 cylinders,gas,32631,rebuilt,automatic,fwd,mid-size,sedan,silver,nj,30484,buick
321,monterey bay,2003,good,6 cylinders,gas,127100,clean,automatic,rwd,full-size,SUV,white,ca,12736,ford
322,topeka,2005,excellent,6 cylinders,gas,100864,salvage,automatic,fwd,full-size,coupe,green,ks,5621,chevrolet
323,boise,1987,excellent,6 cylinders,gas,136137,clean,manual,rwd,mid-size,coupe,blue,id,7447,dodge
324,reading,1976,excellent,8 cylinders,gas,98904,clean,automatic,rwd,full-size,coupe,green,pa,9677,ford
325,toledo,2006,fair,4 cylinders,gas,116734,clean,manual,fwd,full-size,SUV,green,oh,5856,cadillac
326,south florida,2013,excellent,4 cylinders,gas,87260,rebuilt,automatic,fwd,mid-size,hatchback,white,fl,12620,kia
327,toledo,2013,like new,4 cylinders,gas,131747,clean,automatic,fwd,mid-size,sedan,silver,oh,10118,toyota
328,central NJ,2012,like new,6 cylinders,gas,101191,clean,manual,fwd,full-size,sedan,black,nj,5061,bmw
329,roswell / carlsbad,2013,good,4 cylinders,gas,107839,salvage,manual,fwd,full-size,sedan,black,nm,6160,kia
330,pensacola,2016,like new,6 cylinders,diesel,1815,rebuilt,automatic,4wd,full-size,SUV,black,fl,35614,ram
331,central NJ,2006,fair,6 cylinders,gas,92186,clean,manual,fwd,compact,sedan,silver,nj,5246,volkswagen
332,worcester / central MA,2003,excellent,6 cylinders,gas,132646,clean,automatic,fwd,mid-size,sedan,black,ma,5667,bmw
333,syracuse,1998,excellent,4 cylinders,gas,217232,rebuilt,automatic,fwd,mid-size,sedan,silver,ny,4467,honda
334,anchorage / mat-su,2015,excellent,6 cylinders,,151914,rebuilt,automatic,fwd,mid-size,sedan,white,,19333,audi
335,kalispell,1974,excellent,8 cylinders,gas,93263,clean,automatic,rwd,mid-size,convertible,green,,6764,mercedes-benz
336,"st louis, MO",2017,excellent,4 cylinders,gas,68948,clean,automatic,fwd,mid-size,sedan,black,,16375,honda
337,prescott,2016,excellent,4 cylinders,gas,114853,clean,automatic,fwd,compact,hatchback,white,az,7395,ford
338,stockton,1992,good,4 cylinders,gas,208101,clean,other,fwd,mid-size,sedan,red,ca,8584,ford
339,indianapolis,2014,excellent,4 cylinders,,158570,rebuilt,automatic,fwd,mid-size,SUV,black,in,9882,ford
340,north platte,2004,fair,8 cylinders,gas,118872,clean,automatic,rwd,full-size,convertible,red,ne,6263,pontiac
341,atlanta,2012,fair,4 cylinders,gas,196731,clean,automatic,fwd,full-size,sedan,blue,ga,2433,toyota
342,san luis obispo,2015,excellent,6 cylinders,gas,64480,clean,automatic,4wd,full-size,SUV,black,ca,24187,chevrolet
343,eau claire,2015,excellent,6 cylinders,gas,75435,clean,automatic,fwd,mid-size,SUV,black,wi,19968,honda
344,indianapolis,2015,like new,6 cylinders,gas,74055,rebuilt,automatic,rwd,mid-size,SUV,white,in,18325,bmw
345,cedar rapids,1985,good,8 cylinders,gas,46895,clean,manual,4wd,full-size,truck,white,ia,28339,ram
346,dallas / fort worth,2013,good,10 cylinders,gas,8012,clean,automatic,4wd,full-size,SUV,black,,17120,chevrolet
347,phoenix,1997,excellent,6 cylinders,gas,33445,clean,other,rwd,full-size,coupe,black,az,24979,bmw
348,scranton / wilkes-barre,1994,good,8 cylinders,gas,158993,clean,automatic,4wd,full-size,truck,white,pa,18764,jeep
349,tampa bay area,2013,excellent,4 cylinders,gas,83327,clean,automatic,4wd,mid-size,SUV,black,fl,7812,chevrolet
350,tampa bay area,2009,like new,4 cylinders,gas,78685,clean,automatic,fwd,full-size,sedan,green,fl,10911,bmw
351,central NJ,2013,excellent,8 cylinders,gas,107866,clean,automatic,4wd,full-size,truck,white,nj,24739,chevrolet
352,cleveland,2013,good,4 cylinders,gas,85345,clean,automatic,fwd,full-size,sedan,black,oh,8908,audi
353,cincinnati,1989,good,8 cylinders,diesel,98163,salvage,automatic,rwd,full-size,truck,green,oh,3910,ford
354,san diego,2014,excellent,4 cylinders,gas,76953,clean,automatic,fwd,full-size,sedan,black,,7010,honda
355,orlando,2013,like new,4 cylinders,gas,50606,clean,manual,fwd,compact,sedan,silver,fl,7432,honda
356,pittsburgh,2010,excellent,6 cylinders,gas,99956,clean,automatic,fwd,full-size,sedan,black,pa,25264,bmw
357,monterey bay,2009,excellent,4 cylinders,gas,157207,clean,automatic,fwd,full-size,sedan,silver,ca,18921,toyota
358,scranton / wilkes-barre,2008,excellent,6 cylinders,gas,110065,clean,manual,fwd,full-size,SUV,black,pa,8828,ford
359,los angeles,2000,like new,6 cylinders,gas,195133,rebuilt,manual,rwd,mid-size,sedan,silver,ca,14712,bmw
360,abilene,2009,excellent,6 cylinders,gas,179695,clean,automatic,fwd,mid-size,SUV,black,tx,2631,acura
361,eastern panhandle,2017,good,6 cylinders,gas,126397,salvage,automatic,fwd,full-size,SUV,black,wv,3465,chevrolet
362,fayetteville,2012,excellent,6 cylinders,gas,86199,rebuilt,automatic,fwd,mid-size,sedan,black,nc,8900,mercedes-benz
363,odessa / midland,1999,good,6 cylinders,gas,187239,clean,manual,rwd,full-size,sedan,green,tx,15020,bmw
364,los angeles,2003,like new,4 cylinders,gas,214127,clean,manual,4wd,compact,sedan,silver,ca,18049,bmw
365,rochester,2000,like new,8 cylinders,,45626,clean,automatic,4wd,full-size,SUV,red,ny,22450,jeep
366,bellingham,2009,good,4 cylinders,gas,170035,clean,automatic,fwd,mid-size,SUV,black,wa,3075,honda
367,hawaii,2011,good,6 cylinders,gas,123321,clean,automatic,fwd,full-size,sedan,red,hi,4424,hyundai
368,rhode island,2013,fair,4 cylinders,gas,124639,clean,automatic,fwd,mid-size,SUV,silver,ri,4537,toyota
369,stockton,1988,like new,8 cylinders,gas,56317,clean,automatic,fwd,mid-size,sedan,black,ca,8797,ford
370,orange county,2014,excellent,6 cylinders,gas,96575,clean,automatic,fwd,mid-size,coupe,red,ca,28922,bmw
371,charlotte,2006,excellent,8 cylinders,,199662,clean,manual,4wd,full-size,SUV,black,nc,5099,bmw
372,sarasota-bradenton,2016,like new,4 cylinders,gas,36269,rebuilt,automatic,fwd,full-size,sedan,silver,fl,17441,nissan
373,nashville,2009,good,6 cylinders,gas,199469,clean,manual,fwd,mid-size,SUV,white,tn,21128,bmw
374,altoona-johnstown,2015,excellent,8 cylinders,gas,92316,clean,automatic,4wd,mid-size,sedan,black,pa,6422,bmw
375,ft myers / SW florida,2013,excellent,6 cylinders,gas,307374,clean,manual,rwd,full-size,sedan,silver,fl,5868,lincoln
376,boise,1998,fair,8 cylinders,gas,123134,clean,manual,4wd,full-size,pickup,green,id,6169,chevrolet
377,rochester,1989,excellent,8 cylinders,diesel,130368,clean,manual,4wd,full-size,truck,blue,ny,14642,ford
378,tucson,2015,excellent,8 cylinders,gas,38016,clean,automatic,rwd,full-size,truck,black,az,59597,chevrolet
379,new haven,2003,good,6 cylinders,gas,192686,clean,manual,4wd,full-size,SUV,silver,ct,1763,acura
380,bakersfield,2012,excellent,4 cylinders,gas,98964,clean,automatic,fwd,compact,sedan,black,ca,9457,kia
381,san diego,2012,good,4 cylinders,gas,176282,rebuilt,automatic,fwd,mid-size,sedan,black,,3268,nissan
382,tampa bay area,2010,good,8 cylinders,gas,106621,clean,automatic,4wd,full-size,truck,black,fl,6274,chevrolet
383,columbia,1998,fair,8 cylinders,gas,146447,clean,automatic,rwd,full-size,truck,green,,2968,ram
384,okaloosa / walton,2016,excellent,6 cylinders,gas,21351,rebuilt,automatic,rwd,mid-size,van,black,fl,33123,chevrolet
385,new haven,2006,excellent,6 cylinders,gas,206520,clean,manual,fwd,full-size,hatchback,red,ct,4418,honda
386,louisville,2011,excellent,6 cylinders,gas,132087,clean,automatic,4wd,full-size,SUV,red,ky,7670,bmw
387,inland empire,2015,like new,4 cylinders,gas,10510,clean,automatic,fwd,compact,SUV,blue,ca,29469,nissan
388,champaign urbana,2008,like new,4 cylinders,,64941,clean,automatic,4wd,full-size,SUV,blue,il,35243,ford
389,north jersey,2005,fair,8 cylinders,gas,226169,clean,automatic,fwd,full-size,pickup,red,nj,3316,toyota
390,rhode island,2009,excellent,6 cylinders,gas,160188,clean,automatic,4wd,full-size,SUV,grey,ri,8064,ford
391,lakeland,2004,fair,6 cylinders,gas,141655,clean,automatic,rwd,full-size,truck,silver,,2661,ram
392,palm springs,2009,excellent,6 cylinders,gas,53073,clean,automatic,fwd,full-size,sedan,grey,ca,27019,ford
393,wyoming,2006,good,4 cylinders,gas,189866,clean,automatic,fwd,mid-size,sedan,silver,wy,3824,chevrolet
394,ft myers / SW florida,2011,excellent,8 cylinders,gas,315569,clean,automatic,fwd,full-size,sedan,black,fl,5192,lincoln
395,south jersey,2012,like new,4 cylinders,gas,213649,clean,automatic,4wd,full-size,wagon,black,nj,2445,subaru
396,baltimore,2009,excellent,6 cylinders,,165577,clean,automatic,rwd,full-size,SUV,black,md,7120,ram
397,richmond,2013,good,4 cylinders,gas,67569,clean,other,fwd,full-size,sedan,red,va,14642,ford
398,los angeles,2006,like new,4 cylinders,gas,118651,clean,automatic,fwd,full-size,sedan,blue,ca,5398,volkswagen
399,tampa bay area,2006,like new,6 cylinders,gas,141861,clean,manual,fwd,compact,convertible,green,fl,16926,ford
400,gadsden-anniston,2012,excellent,4 cylinders,gas,120420,clean,automatic,fwd,full-size,SUV,green,al,15667,chevrolet
401,pittsburgh,2013,good,4 cylinders,,111383,clean,automatic,fwd,full-size,truck,white,pa,9390,ford
402,wausau,2017,good,6 cylinders,gas,40550,clean,manual,fwd,full-size,coupe,blue,wi,20479,mitsubishi
403,spokane / coeur d'alene,2013,excellent,4 cylinders,gas,104982,clean,automatic,fwd,mid-size,sedan,green,id,8243,ford
404,north dakota,2013,excellent,6 cylinders,gas,100240,clean,manual,rwd,mid-size,sedan,black,nd,15608,bmw
405,north jersey,2012,excellent,4 cylinders,gas,110805,clean,automatic,fwd,mid-size,sedan,black,nj,17154,honda
406,north jersey,2012,excellent,8 cylinders,diesel,89826,clean,automatic,rwd,full-size,pickup,white,nj,25824,ford
407,san diego,2016,excellent,4 cylinders,gas,29080,clean,automatic,fwd,mid-size,hatchback,grey,ca,7847,mazda
408,denver,2004,excellent,4 cylinders,gas,190350,clean,automatic,fwd,mid-size,sedan,red,,4261,toyota
409,wichita,2005,good,8 cylinders,gas,131134,clean,automatic,4wd,full-size,SUV,silver,ks,5353,ram
410,san diego,2013,excellent,4 cylinders,gas,78980,clean,automatic,fwd,mid-size,sedan,black,ca,7930,nissan
411,grand rapids,2015,like new,4 cylinders,gas,121557,clean,automatic,fwd,compact,sedan,black,mi,14945,honda
412,richmond,1983,excellent,6 cylinders,diesel,134062,clean,manual,4wd,full-size,truck,black,va,7131,ram
413,st augustine,1995,excellent,6 cylinders,gas,50895,rebuilt,other,rwd,mid-size,coupe,red,fl,19026,bmw
414,fresno / madera,2011,excellent,8 cylinders,diesel,96643,clean,manual,4wd,full-size,truck,red,ca,18458,ford
415,south coast,1989,good,8 cylinders,gas,145015,clean,automatic,rwd,full-size,truck,green,ma,4646,chevrolet
416,redding,2010,excellent,4 cylinders,gas,174624,clean,automatic,fwd,compact,sedan,red,ca,3221,honda
